mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
52	50	301/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	559										
52	50	151	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	560										
52	50	297/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/2	7	5/	3	2	
52	50	297/2	2.0		0	0	Chord	6/8	2	1	1/2			1/2	1	561										
52	50	301/2	0.0		1/2	1/2	FiguredBass	6/8	2	1	0										1/4	7	5/			
52	50	301/2	1.0		1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	562										
53	51	303/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	563										
53	51	152	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	564										
53	51	305/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	565										
53	51	153	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	566										
53	51	307/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	567										
53	51	154	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	568										
53	51	303/2	2.0		0	0	Chord	6/8	2	1	1/2			1/2	1	569										
53	51	307/2	0.0		1/2	1/2	FiguredBass	6/8	2	1	0										1/4	5/				
53	51	307/2	1.0		1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	570										
54	52	309/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	571										
54	52	155	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	572										
54	52	311/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	573										
54	52	156	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	574										
54	52	313/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	575	ornamentShortTrill									
54	52	157	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	576										
54	52	309/2	1.0		0	0	Chord	6/8	2	1	1/4			1/4	1	577										
54	52	311/2	0.0		1/4	1/4	FiguredBass	6/8	2	1	0										1/4	6	4			
54	52	311/2	1.0		1/4	1/4	Chord	6/8	2	1	1/4			1/4	1	578										
54	52	313/2	0.0		1/2	1/2	FiguredBass	6/8	2	1	0										1/4	6	4+	3		
54	52	313/2	1.0		1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	579										
55	53	315/2	2.0		0	0	Chord	6/8	1	1	1/2			1/2	1	580										
55	53	160	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	581										
55	53	315/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/8	6				
55	53	315/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	582										16
55	53	158	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	583										16
55	53	317/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	584										16
55	53	159	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	585										16
55	53	319/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	586										16
55	53	160	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	587										
55	53	315/2	2.0		0	0	Chord	6/8	2	2	1/2			1/2	1	588										17
55	53	319/2	1.0		1/2	1/2	Chord	6/8	2	2	1/4			1/4	1	589										
56	54	321/2	2.0		0	0	Chord	6/8	1	1	1/2			1/2	1	590	ornamentMordent									
56	54	163	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	591										
56	54	321/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/8	7	5	#3	2	
56	54	321/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	592										18
56	54	161	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	593										18
56	54	323/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	594										18
56	54	162	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	595										18
56	54	325/2	0.0		1/2	1/2	FiguredBass	6/8	2	1	0										1/8	6	#3			18
56	54	325/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	596										18
56	54	163	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	597										
56	54	321/2	2.0		0	0	Chord	6/8	2	2	1/2			1/2	1	598										19
56	54	325/2	1.0		1/2	1/2	Chord	6/8	2	2	1/4			1/4	1	599										
57	55	327/2	2.0		0	0	Chord	6/8	1	1	1/2			1/2	1	600	ornamentMordent									
57	55	166	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	601										
57	55	327/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/8	7	#3			
57	55	327/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	602										20
57	55	164	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	603										20
57	55	329/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	604										20
57	55	165	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	605										20
57	55	331/2	0.0		1/2	1/2	FiguredBass	6/8	2	1	0										1/4	6	#3_			20
57	55	331/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	606										20
57	55	166	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	607										
57	55	327/2	2.0		0	0	Chord	6/8	2	2	1/2			1/2	1	608										21
57	55	331/2	1.0		1/2	1/2	Chord	6/8	2	2	1/4			1/4	1	609										
58	56	333/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	610										
58	56	167	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	611										
58	56	335/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	612										
58	56	168	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	613										
58	56	337/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	614										
58	56	169	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	615										
58	56	333/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/8	7	5/			
58	56	333/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	616										22
58	56	167	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	617										22
58	56	335/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	618										22
58	56	168	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	619										22
58	56	337/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	620										22
58	56	169	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	621										
59	57	339/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	622	ornamentShortTrill									
59	57	170	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	623										
59	57	341/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	624										
59	57	171	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	625										
59	57	343/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	626										
59	57	172	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	627										
59	57	339/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/8	5/				
59	57	339/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	628										23
59	57	170	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	629										23
59	57	341/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	630										23
59	57	171	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	631										23
59	57	343/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	632										23
59	57	172	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	633										
60	58	345/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	634										24
60	58	173	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	635										24
60	58	347/2	0.75		1/4	1/4	Chord	6/8	1	1	3/16			1/8	3/2	636										24
60	58	697/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	637										24
60	58	349/2	0.75		1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	638	ornamentShortTrill									24
60	58	701/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32			1/32	1	639										24
60	58	1403/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32			1/32	1	640										
60	58	345/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/8	#6				
60	58	345/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	641										25
60	58	173	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	642										25
60	58	347/2	0.75		1/4	1/4	Chord	6/8	2	1	3/16			1/8	3/2	643										25
60	58	697/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	644										25
60	58	349/2	0.75		1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	645	ornamentShortTrill									25
60	58	701/4	0.125		11/16	11/16	Chord	6/8	2	1	1/32			1/32	1	646										25
60	58	1403/8	0.125		23/32	23/32	Chord	6/8	2	1	1/32			1/32	1	647										
61	59	351/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	648										
61	59	176	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	649										
61	59	353/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	650										
61	59	177	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	651										
61	59	355/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	652										
61	59	178	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	653										
61	59	351/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/8	#6				
61	59	351/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	654										26
61	59	176	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	655										26
61	59	353/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	656										26
61	59	177	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	657										26
61	59	355/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	658										26
61	59	178	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	659										
62	60	357/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	660										27
62	60	179	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	661										27
62	60	359/2	0.75		1/4	1/4	Chord	6/8	1	1	3/16			1/8	3/2	662										27
62	60	721/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	663										27
62	60	361/2	0.75		1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	664	ornamentShortTrill									27
62	60	725/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32			1/32	1	665										27
62	60	1451/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32			1/32	1	666										
62	60	357/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/8	#6				
62	60	357/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	667										28
62	60	179	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	668										28
62	60	359/2	0.75		1/4	1/4	Chord	6/8	2	1	3/16			1/8	3/2	669										28
62	60	721/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	670										28
62	60	361/2	0.75		1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	671	ornamentShortTrill									28
62	60	725/4	0.125		11/16	11/16	Chord	6/8	2	1	1/32			1/32	1	672										28
62	60	1451/8	0.125		23/32	23/32	Chord	6/8	2	1	1/32			1/32	1	673										
63	61	363/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	674										
63	61	182	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	675										
63	61	365/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	676										
63	61	183	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	677										
63	61	367/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	678	ornamentShortTrill									
63	61	184	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	679										
63	61	363/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/4	#6_				
63	61	363/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	680										
63	61	182	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	681										
63	61	365/2	0.0		1/4	1/4	FiguredBass	6/8	2	1	0										1/8	5/				
63	61	365/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	682										29
63	61	183	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	683										29
63	61	367/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	684										29
63	61	184	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	685										
64	62	369/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	686										
64	62	185	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	687										
64	62	371/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	688										
64	62	186	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	689										
64	62	373/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	690										
64	62	187	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	691										
64	62	369/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	692										
64	62	185	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	693										
64	62	371/2	0.0		1/4	1/4	FiguredBass	6/8	2	1	0										1/8	6	4+	3		
64	62	371/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	694										30
64	62	186	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	695										30
64	62	373/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	696										30
64	62	187	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	697										
65	63	375/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	698	ornamentShortTrill									
65	63	188	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	699										
65	63	377/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	700										
65	63	189	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	701										
65	63	379/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	702										
65	63	190	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	703										
65	63	375/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/8	#3				
65	63	375/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	704										
65	63	188	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	705										31
65	63	377/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	706										
65	63	189	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	707										
65	63	379/2	1.0		1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	708										
66	64	381/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	709										
66	64	191	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	710										
66	64	383/2	1.5		1/4	1/4	Chord	6/8	1	1	3/8			1/4	3/2	711	ornamentShortTrill									
66	64	193	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	712										
66	64	381/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/4	7	5	2		
66	64	381/2	1.0		0	0	Chord	6/8	2	1	1/4			1/4	1	713										
66	64	383/2	0.0		1/4	1/4	FiguredBass	6/8	2	1	0										1/2	#3				
66	64	383/2	2.0		1/4	1/4	Chord	6/8	2	1	1/2			1/2	1	714										
67	65		1.5	1	0	0	Chord	6/8	1	1	3/8			1/4	3/2	715										
67	65		1.5	1	0	0	Chord	6/8	2	1	3/8			1/4	3/2	716										
68	65	387/2	0.5	2	0	0	Chord	6/8	1	1	1/8			1/8	1	717										
68	65	194	0.0	2	1/8	1/8	StaffText	6/8	1	1	0							"<font size=""13.5""/><font face=""SnellRoundhand BoldScript""/>Petite reprise"								
68	65	194	0.5	2	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	718										
68	65	389/2	0.5	2	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	719										
68	65	195	0.5	2	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	720										
68	65	391/2	0.5	2	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	721										
68	65	196	0.5	2	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	722										
68	65	387/2	0.5	2	0	0	Chord	6/8	2	1	1/8			1/8	1	723										
68	65	194	0.0	2	1/8	1/8	FiguredBass	6/8	2	1	0										1/8	6				
68	65	194	0.5	2	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	724										
68	65	389/2	0.0	2	1/4	1/4	FiguredBass	6/8	2	1	0										1/8	#6				
68	65	389/2	0.5	2	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	725										
68	65	195	0.5	2	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	726										32
68	65	391/2	0.5	2	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	727										32
68	65	196	0.5	2	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	728										
69	66	393/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	729										33
69	66	197	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	730										33
69	66	395/2	0.75		1/4	1/4	Chord	6/8	1	1	3/16			1/8	3/2	731										33
69	66	793/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	732										33
69	66	397/2	0.75		1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	733	ornamentShortTrill									33
69	66	797/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32			1/32	1	734										33
69	66	1595/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32			1/32	1	735										
69	66	393/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/8	#6				
69	66	393/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	736										34
69	66	197	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	737										34
69	66	395/2	0.75		1/4	1/4	Chord	6/8	2	1	3/16			1/8	3/2	738										34
69	66	793/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	739										34
69	66	397/2	0.75		1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	740	ornamentShortTrill									34
69	66	797/4	0.125		11/16	11/16	Chord	6/8	2	1	1/32			1/32	1	741										34
69	66	1595/8	0.125		23/32	23/32	Chord	6/8	2	1	1/32			1/32	1	742										
70	67	399/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	743										
70	67	200	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	744										
70	67	401/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	745										
70	67	201	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	746										
70	67	403/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	747										
70	67	202	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	748										
70	67	399/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/8	#6				
70	67	399/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	749										35
70	67	200	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	750										35
70	67	401/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	751										35
70	67	201	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	752										35
70	67	403/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	753										35
70	67	202	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	754										
71	68	405/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	755										36
71	68	203	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	756										36
71	68	407/2	0.75		1/4	1/4	Chord	6/8	1	1	3/16			1/8	3/2	757										36
71	68	817/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	758										36
71	68	409/2	0.75		1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	759	ornamentShortTrill									36
71	68	821/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32			1/32	1	760										36
71	68	1643/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32			1/32	1	761										
71	68	405/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/8	#6				
71	68	405/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	762										37
71	68	203	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	763										37
71	68	407/2	0.75		1/4	1/4	Chord	6/8	2	1	3/16			1/8	3/2	764										37
71	68	817/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	765										37
71	68	409/2	0.75		1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	766	ornamentShortTrill									37
71	68	821/4	0.125		11/16	11/16	Chord	6/8	2	1	1/32			1/32	1	767										37
71	68	1643/8	0.125		23/32	23/32	Chord	6/8	2	1	1/32			1/32	1	768										
72	69	411/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	769										
72	69	206	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	770										
72	69	413/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	771										
72	69	207	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	772										
72	69	415/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	773	ornamentShortTrill									
72	69	208	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	774										
72	69	411/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/4	#6_				
72	69	411/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	775										
72	69	206	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	776										
72	69	413/2	0.0		1/4	1/4	FiguredBass	6/8	2	1	0										1/8	5/				
72	69	413/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	777										
72	69	207	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	778										
72	69	415/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	779										
72	69	208	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	780										
73	70	417/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	781										
73	70	209	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	782										
73	70	419/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	783										
73	70	210	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	784										
73	70	421/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	785										
73	70	211	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	786										
73	70	417/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	787										
73	70	209	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	788										
73	70	419/2	0.0		1/4	1/4	FiguredBass	6/8	2	1	0										1/8	6	4+	3		
73	70	419/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	789										
73	70	210	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	790										38
73	70	421/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	791										38
73	70	211	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	792										
74	71	423/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	793	ornamentShortTrill									
74	71	212	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	794										
74	71	425/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	795										
74	71	213	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	796										
74	71	427/2	0.75		1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	797										
74	71	857/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	798										
74	71	423/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/8	#3				
74	71	423/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	799										
74	71	212	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	800										39
74	71	425/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	801										39
74	71	213	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	802										
74	71	427/2	0.0		1/2	1/2	FiguredBass	6/8	2	1	0										3/16	6				
74	71	427/2	0.75		1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	803										40
74	71	857/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	804										
75	72	429/2	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	805										
75	72	215	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	806										
75	72	431/2	1.5		1/4	1/4	Chord	6/8	1	1	3/8			1/4	3/2	807	ornamentShortTrill									
75	72	217	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	808										
75	72	429/2	0.0		0	0	FiguredBass	6/8	2	1	0										1/8	#6				
75	72	429/2	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	809										
75	72	215	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	810										
75	72	431/2	0.0		1/4	1/4	FiguredBass	6/8	2	1	0										1/4	#3				
75	72	431/2	1.0		1/4	1/4	Chord	6/8	2	1	1/4			1/4	1	811										
75	72	433/2	1.0		1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	812										
76	73	435/2	1.5		0	0	Chord	6/8	1	1	3/8			1/4	3/2	813										
76	73	435/2	0.0		0	0	StaffText	6/8	2	1	0															
76	73	435/2	1.5		0	0	Chord	6/8	2	1	3/8			1/4	3/2	814	ornamentMordent									
76	73	435/2	1.0		0	0	Chord	6/8	2	2	1/4			1/4	1	815										
76	73	437/2	0.5		1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	816										
